1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
1227, river, minecraft:frozen_river, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1228, river, minecraft:frozen_river, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1229, river, minecraft:frozen_river, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1230, river, minecraft:frozen_river, CREATURE, naturalist:coral_snake, 5, 1, 1
1231, river, minecraft:frozen_river, CREATURE, naturalist:duck, 15, 1, 3
1232, river, minecraft:frozen_river, CREATURE, naturalist:snail, 5, 1, 3
1233, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
1234, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1235, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
1236, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
1237, river, minecraft:frozen_river, WATER_AMBIENT, naturalist:bass, 8, 4, 4
1238, private, terralith:glacial_chasm, MONSTER, minecraft:spider, 80, 4, 4
1239, private, terralith:glacial_chasm, MONSTER, minecraft:zombie, 80, 4, 4
1240, private, terralith:glacial_chasm, MONSTER, minecraft:zombie_villager, 5, 1, 1
1241, private, terralith:glacial_chasm, MONSTER, minecraft:skeleton, 20, 4, 4
1242, private, terralith:glacial_chasm, MONSTER, minecraft:slime, 80, 4, 4
1243, private, terralith:glacial_chasm, MONSTER, minecraft:enderman, 10, 1, 4
1244, private, terralith:glacial_chasm, MONSTER, minecraft:witch, 5, 1, 1
1245, private, terralith:glacial_chasm, MONSTER, minecraft:stray, 80, 4, 4
1246, private, terralith:glacial_chasm, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1247, private, terralith:glacial_chasm, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1248, private, terralith:glacial_chasm, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1249, private, terralith:glacial_chasm, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1250, private, terralith:glacial_chasm, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1251, private, terralith:glacial_chasm, CREATURE, minecraft:rabbit, 10, 2, 3
1252, private, terralith:glacial_chasm, CREATURE, minecraft:polar_bear, 5, 1, 2
1253, private, terralith:glacial_chasm, CREATURE, naturalist:bluejay, 8, 1, 4
1254, private, terralith:glacial_chasm, AMBIENT, minecraft:bat, 10, 8, 8
1255, private, terralith:glacial_chasm, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1256, private, terralith:granite_cliffs, MONSTER, minecraft:spider, 80, 4, 4
1257, private, terralith:granite_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
1258, private, terralith:granite_cliffs, MONSTER, minecraft:zombie_villager, 5, 1, 1
1259, private, terralith:granite_cliffs, MONSTER, minecraft:skeleton, 80, 4, 4
1260, private, terralith:granite_cliffs, MONSTER, minecraft:creeper, 80, 4, 4
1261, private, terralith:granite_cliffs, MONSTER, minecraft:slime, 80, 4, 4
1262, private, terralith:granite_cliffs, MONSTER, minecraft:enderman, 10, 1, 4
1263, private, terralith:granite_cliffs, MONSTER, minecraft:witch, 5, 1, 1
1264, private, terralith:granite_cliffs, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1265, private, terralith:granite_cliffs, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1266, private, terralith:granite_cliffs, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1267, private, terralith:granite_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
1268, private, terralith:granite_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1269, beach, terralith:gravel_beach, MONSTER, minecraft:spider, 80, 4, 4
1270, beach, terralith:gravel_beach, MONSTER, minecraft:zombie, 80, 4, 4
1271, beach, terralith:gravel_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
1272, beach, terralith:gravel_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1273, beach, terralith:gravel_beach, MONSTER, minecraft:slime, 80, 4, 4
1274, beach, terralith:gravel_beach, MONSTER, minecraft:enderman, 10, 1, 4
1275, beach, terralith:gravel_beach, MONSTER, minecraft:witch, 5, 1, 1
1276, beach, terralith:gravel_beach, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
1277, beach, terralith:gravel_beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1278, beach, terralith:gravel_beach, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1279, beach, terralith:gravel_beach, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1280, beach, terralith:gravel_beach, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1281, beach, terralith:gravel_beach, CREATURE, minecraft:turtle, 5, 1, 2
1282, beach, terralith:gravel_beach, CREATURE, naturalist:coral_snake, 5, 1, 1
1283, beach, terralith:gravel_beach, AMBIENT, minecraft:bat, 10, 8, 8
1284, beach, terralith:gravel_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1285, private, terralith:gravel_desert, MONSTER, minecraft:spider, 80, 4, 4
1286, private, terralith:gravel_desert, MONSTER, minecraft:zombie, 80, 4, 4
1287, private, terralith:gravel_desert, MONSTER, minecraft:zombie_villager, 5, 1, 1
1288, private, terralith:gravel_desert, MONSTER, minecraft:skeleton, 20, 4, 4
1289, private, terralith:gravel_desert, MONSTER, minecraft:slime, 80, 4, 4
1290, private, terralith:gravel_desert, MONSTER, minecraft:witch, 5, 1, 1
1291, private, terralith:gravel_desert, MONSTER, minecraft:stray, 80, 4, 4
1292, private, terralith:gravel_desert, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1293, private, terralith:gravel_desert, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
1294, private, terralith:gravel_desert, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1295, private, terralith:gravel_desert, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1296, private, terralith:gravel_desert, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1297, private, terralith:gravel_desert, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
1298, private, terralith:gravel_desert, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1299, private, terralith:gravel_desert, CREATURE, minecraft:rabbit, 10, 2, 3
1300, private, terralith:gravel_desert, CREATURE, minecraft:polar_bear, 5, 1, 2
1301, private, terralith:gravel_desert, CREATURE, minecraft:wolf, 5, 4, 4
1302, private, terralith:gravel_desert, CREATURE, naturalist:bluejay, 8, 1, 4
1303, private, terralith:gravel_desert, AMBIENT, minecraft:bat, 10, 8, 8
1304, private, terralith:gravel_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1305, forest, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
1306, forest, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
1307, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
1308, forest, minecraft:grove, MONSTER, minecraft:skeleton, 80, 4, 4
1309, forest, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
1310, forest, minecraft:grove, MONSTER, minecraft:enderman, 10, 1, 4
1311, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
1312, forest, minecraft:grove, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1313, forest, minecraft:grove, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1314, forest, minecraft:grove, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1315, forest, minecraft:grove, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1316, forest, minecraft:grove, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1317, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
1318, forest, minecraft:grove, CREATURE, minecraft:chicken, 10, 4, 4
1319, forest, minecraft:grove, CREATURE, minecraft:cow, 8, 4, 4
1320, forest, minecraft:grove, CREATURE, minecraft:wolf, 8, 1, 1
1321, forest, minecraft:grove, CREATURE, minecraft:rabbit, 5, 2, 3
1322, forest, minecraft:grove, CREATURE, minecraft:fox, 8, 1, 2
1323, forest, minecraft:grove, CREATURE, naturalist:bear, 8, 1, 2
1324, forest, minecraft:grove, CREATURE, naturalist:boar, 15, 4, 4
1325, forest, minecraft:grove, CREATURE, naturalist:butterfly, 20, 3, 5
1326, forest, minecraft:grove, CREATURE, naturalist:cardinal, 8, 1, 4
1327, forest, minecraft:grove, CREATURE, naturalist:deer, 8, 1, 3
1328, forest, minecraft:grove, CREATURE, naturalist:finch, 8, 1, 4
1329, forest, minecraft:grove, CREATURE, minecraft:fox, 6, 2, 4
1330, forest, minecraft:grove, CREATURE, naturalist:lizard, 15, 1, 2
1331, forest, minecraft:grove, CREATURE, minecraft:rabbit, 6, 2, 3
1332, forest, minecraft:grove, CREATURE, naturalist:robin, 8, 1, 4
1333, forest, minecraft:grove, CREATURE, naturalist:snail, 5, 1, 3
1334, forest, minecraft:grove, CREATURE, naturalist:snake, 5, 1, 1
1335, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
1336, forest, minecraft:grove, AMBIENT, naturalist:firefly, 80, 2, 3
1337, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1338, private, terralith:haze_mountain, MONSTER, minecraft:spider, 80, 4, 4
1339, private, terralith:haze_mountain, MONSTER, minecraft:zombie, 80, 4, 4
1340, private, terralith:haze_mountain, MONSTER, minecraft:zombie_villager, 5, 1, 1
1341, private, terralith:haze_mountain, MONSTER, minecraft:skeleton, 80, 4, 4
1342, private, terralith:haze_mountain, MONSTER, minecraft:slime, 80, 4, 4
1343, private, terralith:haze_mountain, MONSTER, minecraft:enderman, 10, 1, 4
1344, private, terralith:haze_mountain, MONSTER, minecraft:witch, 5, 1, 1
1345, private, terralith:haze_mountain, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1346, private, terralith:haze_mountain, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1347, private, terralith:haze_mountain, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
1348, private, terralith:haze_mountain, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1349, private, terralith:haze_mountain, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1350, private, terralith:haze_mountain, CREATURE, minecraft:sheep, 12, 4, 4
1351, private, terralith:haze_mountain, CREATURE, minecraft:pig, 10, 4, 4
1352, private, terralith:haze_mountain, CREATURE, minecraft:chicken, 10, 4, 4
1353, private, terralith:haze_mountain, CREATURE, minecraft:cow, 8, 4, 4
1354, private, terralith:haze_mountain, CREATURE, minecraft:llama, 5, 2, 3
1355, private, terralith:haze_mountain, CREATURE, naturalist:bluejay, 8, 1, 4
1356, private, terralith:haze_mountain, CREATURE, naturalist:canary, 8, 1, 4
1357, private, terralith:haze_mountain, CREATURE, naturalist:robin, 8, 1, 4
1358, private, terralith:haze_mountain, CREATURE, naturalist:snail, 5, 1, 3
1359, private, terralith:haze_mountain, AMBIENT, minecraft:bat, 10, 8, 8
1360, private, terralith:haze_mountain, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1361, private, terralith:highlands, MONSTER, minecraft:spider, 80, 4, 4
1362, private, terralith:highlands, MONSTER, minecraft:zombie, 80, 4, 4
1363, private, terralith:highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
1364, private, terralith:highlands, MONSTER, minecraft:skeleton, 80, 4, 4
1365, private, terralith:highlands, MONSTER, minecraft:creeper, 80, 4, 4
1366, private, terralith:highlands, MONSTER, minecraft:slime, 80, 4, 4
1367, private, terralith:highlands, MONSTER, minecraft:enderman, 10, 1, 4
1368, private, terralith:highlands, MONSTER, minecraft:witch, 5, 1, 1
1369, private, terralith:highlands, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1370, private, terralith:highlands, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1371, private, terralith:highlands, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1372, private, terralith:highlands, CREATURE, minecraft:sheep, 12, 4, 4
1373, private, terralith:highlands, CREATURE, minecraft:pig, 10, 4, 4
1374, private, terralith:highlands, CREATURE, minecraft:chicken, 10, 4, 4
1375, private, terralith:highlands, CREATURE, minecraft:cow, 8, 4, 4
1376, private, terralith:highlands, CREATURE, minecraft:horse, 5, 1, 3
1377, private, terralith:highlands, CREATURE, minecraft:donkey, 5, 1, 3
1378, private, terralith:highlands, CREATURE, naturalist:butterfly, 20, 3, 5
1379, private, terralith:highlands, CREATURE, naturalist:canary, 8, 1, 4
1380, private, terralith:highlands, CREATURE, naturalist:robin, 8, 1, 4
1381, private, terralith:highlands, CREATURE, naturalist:snail, 5, 1, 3
1382, private, terralith:highlands, CREATURE, naturalist:snake, 5, 1, 1
1383, private, terralith:highlands, CREATURE, naturalist:sparrow, 8, 1, 4
1384, private, terralith:highlands, AMBIENT, minecraft:bat, 10, 8, 8
1385, private, terralith:highlands, AMBIENT, naturalist:firefly, 80, 2, 3
1386, private, terralith:highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1387, savanna, terralith:hot_shrubland, MONSTER, minecraft:spider, 80, 4, 4
1388, savanna, terralith:hot_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
1389, savanna, terralith:hot_shrubland, MONSTER, minecraft:zombie_villager, 5, 1, 1
1390, savanna, terralith:hot_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
1391, savanna, terralith:hot_shrubland, MONSTER, minecraft:creeper, 80, 4, 4
1392, savanna, terralith:hot_shrubland, MONSTER, minecraft:slime, 80, 4, 4
1393, savanna, terralith:hot_shrubland, MONSTER, minecraft:witch, 5, 1, 1
1394, savanna, terralith:hot_shrubland, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
1395, savanna, terralith:hot_shrubland, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1396, savanna, terralith:hot_shrubland, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1397, savanna, terralith:hot_shrubland, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
1398, savanna, terralith:hot_shrubland, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1399, savanna, terralith:hot_shrubland, CREATURE, minecraft:sheep, 12, 4, 4
1400, savanna, terralith:hot_shrubland, CREATURE, minecraft:pig, 10, 4, 4
1401, savanna, terralith:hot_shrubland, CREATURE, minecraft:chicken, 10, 4, 4
1402, savanna, terralith:hot_shrubland, CREATURE, minecraft:cow, 8, 4, 4
1403, savanna, terralith:hot_shrubland, CREATURE, minecraft:horse, 5, 1, 3
1404, savanna, terralith:hot_shrubland, CREATURE, minecraft:donkey, 5, 1, 3
1405, savanna, terralith:hot_shrubland, CREATURE, naturalist:boar, 15, 4, 4
1406, savanna, terralith:hot_shrubland, CREATURE, naturalist:cardinal, 8, 1, 4
1407, savanna, terralith:hot_shrubland, CREATURE, naturalist:elephant, 10, 2, 3
1408, savanna, terralith:hot_shrubland, CREATURE, naturalist:finch, 8, 1, 4
1409, savanna, terralith:hot_shrubland, CREATURE, naturalist:giraffe, 10, 2, 4
1410, savanna, terralith:hot_shrubland, CREATURE, naturalist:hippo, 15, 3, 4
1411, savanna, terralith:hot_shrubland, CREATURE, naturalist:lion, 8, 3, 5
1412, savanna, terralith:hot_shrubland, CREATURE, naturalist:rattlesnake, 5, 1, 1
1413, savanna, terralith:hot_shrubland, CREATURE, naturalist:rhino, 15, 1, 3
1414, savanna, terralith:hot_shrubland, CREATURE, naturalist:snail, 5, 1, 3
1415, savanna, terralith:hot_shrubland, CREATURE, naturalist:vulture, 15, 2, 4
1416, savanna, terralith:hot_shrubland, CREATURE, naturalist:zebra, 10, 2, 3
1417, savanna, terralith:hot_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
1418, savanna, terralith:hot_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1419, private, terralith:ice_marsh, MONSTER, minecraft:spider, 80, 4, 4
1420, private, terralith:ice_marsh, MONSTER, minecraft:zombie, 80, 4, 4
1421, private, terralith:ice_marsh, MONSTER, minecraft:zombie_villager, 5, 1, 1
1422, private, terralith:ice_marsh, MONSTER, minecraft:skeleton, 80, 4, 4
1423, private, terralith:ice_marsh, MONSTER, minecraft:slime, 80, 4, 4
1424, private, terralith:ice_marsh, MONSTER, minecraft:witch, 5, 1, 1
1425, private, terralith:ice_marsh, MONSTER, minecraft:slime, 5, 1, 1
1426, private, terralith:ice_marsh, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1427, private, terralith:ice_marsh, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1428, private, terralith:ice_marsh, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
1429, private, terralith:ice_marsh, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1430, private, terralith:ice_marsh, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1431, private, terralith:ice_marsh, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1432, private, terralith:ice_marsh, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
1433, private, terralith:ice_marsh, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
1434, private, terralith:ice_marsh, MONSTER, endermanoverhaul:swamp_enderman, 10, 1, 4
1435, private, terralith:ice_marsh, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1436, private, terralith:ice_marsh, CREATURE, minecraft:frog, 18, 1, 2
1437, private, terralith:ice_marsh, CREATURE, naturalist:alligator, 15, 1, 2
1438, private, terralith:ice_marsh, CREATURE, naturalist:bluejay, 8, 1, 4
1439, private, terralith:ice_marsh, CREATURE, naturalist:butterfly, 20, 3, 5
1440, private, terralith:ice_marsh, CREATURE, naturalist:cardinal, 8, 1, 4
1441, private, terralith:ice_marsh, CREATURE, naturalist:dragonfly, 8, 2, 3
1442, private, terralith:ice_marsh, CREATURE, naturalist:duck, 15, 1, 3
1443, private, terralith:ice_marsh, CREATURE, naturalist:lizard, 15, 1, 2
1444, private, terralith:ice_marsh, CREATURE, naturalist:snail, 5, 1, 3
1445, private, terralith:ice_marsh, CREATURE, naturalist:snake, 5, 1, 1
1446, private, terralith:ice_marsh, CREATURE, naturalist:tortoise, 6, 1, 3
1447, private, terralith:ice_marsh, AMBIENT, minecraft:bat, 10, 8, 8
1448, private, terralith:ice_marsh, AMBIENT, naturalist:firefly, 80, 2, 3
1449, private, terralith:ice_marsh, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1450, private, terralith:ice_marsh, WATER_AMBIENT, naturalist:bass, 8, 4, 4
1451, private, terralith:ice_marsh, WATER_AMBIENT, naturalist:catfish, 5, 1, 1
1452, private, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
1453, private, minecraft:ice_spikes, MONSTER, minecraft:zombie, 80, 4, 4
1454, private, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 5, 1, 1
1455, private, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
1456, private, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
1457, private, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
1458, private, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
1459, private, minecraft:ice_spikes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1460, private, minecraft:ice_spikes, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
1461, private, minecraft:ice_spikes, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1462, private, minecraft:ice_spikes, MONSTER, endermanoverhaul:ice_spikes_enderman, 10, 1, 4
1463, private, minecraft:ice_spikes, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1464, private, minecraft:ice_spikes, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1465, private, minecraft:ice_spikes, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1466, private, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
1467, private, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 5, 1, 2
1468, private, minecraft:ice_spikes, CREATURE, naturalist:bluejay, 8, 1, 4
1469, private, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
1470, private, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1471, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
1472, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1473, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
1474, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
